ID,頭文字,品目名,読み,類似語,出し方（一覧）,出し方（詳細）,出し方のポイント,URL1
123,い,一斗缶,いっとかん,1斗缶 いっと缶 18L缶 18リットル缶 一斗カン 石油の缶 1斗かん 1斗かん,粗大ごみ,,家庭から出るものは、中身を使いきってから出してください。/また、姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/一斗缶であっても菓子缶等の食品用のものは空き缶・ペットボトルとして出してください。/なお、事業活動から出るものは市では収集できません。,http://www.city.kawasaki.jp/kurashi/category/24-1-25-0-0-0-0-0-0-0.html
124,い,糸くずフィルター,いとくずふぃるたー,,普通ごみ,,,
125,い,糸通し(金属製),いとどおし（きんぞくせい）,糸とおし,小物金属,,,
126,い,糸通し(木製・プラスチック製),いとどおし（もくせい・ぷらすちっくせい）,糸とおし,普通ごみ,,,
127,い,糸巻き,いとまき,,普通ごみ,,,
128,い,井戸水用ポンプ,いどみずようぽんぷ,電気ポンプ,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
129,い,犬の鎖,いぬのくさり,,小物金属,,,
130,い,位牌,いはい,,普通ごみ,,,
131,い,衣服,いふく,背広 肌掛け 服類  洋服 ブルマー ようふく ニット 衣料品 キャミソール 制服  防寒着 防寒服 スポーツウェア ウィンドブレーカー カーディガン 白衣 ウインドブレーカー スパッツ ポロシャツ ウェディングドレス エプロン ウインドブレイカー ケープ チャイナ服 法被 はっぴ 学校制服 上着 アノラック ガウン 子供服 ワンピース レギンス ヒートテック 腹巻 ウエディングドレス ショール セーラー服 トランクス 学生服 喪服 ブレザー 産着 メルトン 戦闘服 コーデュロイ シェイプアップパンツ 腰巻 アウター トレーニングウェア ウインドパーカー カットソー ポンチョ 体育着 体操服 ネルシャツ サロペット ショートパンツ チョッキ トップス トレーニングウェアー ババシャツ ラッシュガード 下穿き 割烹着 紳士服 ランニングウェア ライダースーツ コスプレ衣装 毛糸の洋服 トレーニングスーツ ドレープ カーデガン ロンパース 紳士用スーツ キュプラ チュニック ウィンドブレイカー オーバーオール スウェットパーカー スポーツウエア タンクトップ ポリエステル製の服 サテン 毛糸の服 礼服 トレーニングウエア 股引 ニットの衣類 ポリエステルの服 サウナスーツ はらまき ハラマキ チャイナドレス 半ズボン 電磁波防止エプロン ブラキャミ 妊婦服 子ども服 釣り用ベスト トレーニングパンツ ハーフパンツ こども服 チュチュ メイド服 腹巻き ジージャン マウンテンパーカー ヨットパーカー アンダーシャツ まえかけ スポーツウエアー Pコート,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
132,い,鋳物,いもの,,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
133,い,イヤーピース,いやーぴーす,,普通ごみ,,,
134,い,イヤホン,いやほん,イヤフォン イヤフォーン イアホン イヤーホン イヤホンコード イヤホーン イヤーフォン インナーイヤホン,小物金属,,長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
135,い,イヤホンジャック,いやほんじゃっく,,小物金属,,,
136,い,イヤホンマイク,いやほんまいく,インナーイヤホン,小物金属,,長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
137,い,衣類カバー,いるいかばー,スーツカバー 衣類袋 服カバー 不織布 衣服カバー 洋服カバー 衣装カバー スーツ袋 衣裳カバー 不織布カバー スーツ入れ 背広カバー 背広のカバー スーツのカバー 洋服の袋 衣類保存カバー,普通ごみ,,,
138,い,衣類乾燥機,いるいかんそうき,ガス衣類乾燥機 ガス乾燥機 家電製品 電化製品 電気製品 電気乾燥器 洗濯乾燥機 電気乾燥機,その他,,家電リサイクル法対象品目のため市では収集できません。/購入した店又は家電リサイクル協定店へ依頼してください。また、各メーカーの指定引取場所へ持ち込みすることもできます。,http://www.city.kawasaki.jp/300/page/0000012384.html
139,い,衣類購入時のカバー(プラスチック製),いるいこうにゅうじのかばー,スーツカバー 衣類袋 服カバー 衣類カバー  衣服カバー 洋服カバー 衣装カバー スーツ袋 衣裳カバー 背広カバー 洋服の袋 衣類保存カバー,プラスチック製容器包装,,識別表示を確認して出してください。/台紙・包装紙はミックスペーパーとして出してください。,
140,い,入れ歯（金属製）,いれば（きんぞくせい）,入歯 差し歯,小物金属,,,
141,い,入れ歯ケース,いればけーす,入れ歯入れ,普通ごみ,,,
142,い,入れ歯ケース（金属製）,いればけーす（きんぞくせい）,入れ歯入れ,小物金属,,,
143,い,入れ歯（プラスチック製）,いれば（ぷらすちっくせい）,入歯 差し歯,普通ごみ,,,
144,い,色鉛筆ケース(紙製・布製）,いろえんぴつけーす（かみせい・ぬのせい）,色鉛筆の箱 色鉛筆のケース クーピーのケース クーピーの箱,普通ごみ,,,
145,い,色鉛筆ケース(金属製),いろえんぴつけーす（きんぞくせい）,色鉛筆の箱 色鉛筆のケース 色鉛筆の缶 クーピーの缶,小物金属,,,
146,い,印鑑,いんかん,判子 ハンコ はんこ ゴム印 ごむ印 デート印 日付印 プラスチックのハンコ プラスチック印鑑 木製印鑑 象牙印鑑,普通ごみ,,,
147,い,印鑑(石製),いんかんいしせい,石のはんこ,普通ごみ,,,
148,い,印鑑ケース（金属製）,いんかんけーす（きんぞくせい）,はんこケース はんこ入れ ハンコケース 印鑑入れ 印箱,小物金属,,,
149,い,印鑑ケース（木製・プラスチック製）,いんかんけーす（もくせい・ぷらすちっくせい）,はんこケース はんこ入れ ハンコケース 印鑑入れ 印箱,普通ごみ,,,
150,い,インクカートリッジ,いんくかーとりっじ,プリンタインク プリンターのインク インクタンク プリンターインクカートリッジ プリンタのインク プリンターカートリッジ インクのカートリッジ インキカートリッジ メンテナンスボックス プリンターインク容器 プリンタインク容器 顔料インク 水性顔料 インクジェットカートリッジ プリントインク プリント用インク プリンター用インク プリンターのインクカートリッジ,その他,,インクカートリッジ里帰りプロジェクトでの回収にご協力をお願いします。ただし、回収が難しい場合は普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
151,い,インクジェット紙,いんくじぇっとし,光沢紙 インクジェット用紙 プリンター用紙,ミックスペーパー,,,
152,い,インク瓶,いんくびん,インクの瓶 インクビン インクのビン インク容器 顔料インク 水性顔料 インクびん,普通ごみ,,,
153,い,インクフィルム,いんくふぃるむ,ファックス用インクフィルム,普通ごみ,,,
154,い,インクリボン,いんくりぼん,ワープロリボン FAXインクリボン ファックスのインクリボン カセットリボン リボンカセット 印字リボン トナーリボン ファックスインクリボン インクリボンカートリッジ インクリボンカセット FAXインクフィルム,普通ごみ,,,
155,い,印刷機,いんさつき,コピー機 複写機 カラーコピー,粗大ごみ,,ただし、事業活動から出るものは市では収集できません。,http://www.city.kawasaki.jp/kurashi/category/24-1-25-0-0-0-0-0-0-0.html
