Name,GarbageType,DetailType,Description,Url
穴開けパンチ,普通ごみ,,最長辺50cm以上のものは粗大ごみとして出してください。,
穴あけ機,普通ごみ,,最長辺50cm以上のものは粗大ごみとして出してください。,
穴あきパンチ,普通ごみ,,最長辺50cm以上のものは粗大ごみとして出してください。,
クラフトパンチ,普通ごみ,,最長辺50cm以上のものは粗大ごみとして出してください。,
ハンドパンチ,普通ごみ,,最長辺50cm以上のものは粗大ごみとして出してください。,
穴あけパンチ(金属製),小物金属,,最長辺30cm以上のものは粗大ごみとして出してください。,
油紙,普通ごみ,ミックスペーパー,未使用のものはミックスペーパーとして出してください。,
あぶら紙,普通ごみ,ミックスペーパー,未使用のものはミックスペーパーとして出してください。,
あぶら取り紙,普通ごみ,ミックスペーパー,未使用のものはミックスペーパーとして出してください。,
油とり紙,普通ごみ,ミックスペーパー,未使用のものはミックスペーパーとして出してください。,
あぶらとり,普通ごみ,ミックスペーパー,未使用のものはミックスペーパーとして出してください。,
あぶらとり紙,普通ごみ,ミックスペーパー,未使用のものはミックスペーパーとして出してください。,
油取り紙,普通ごみ,ミックスペーパー,未使用のものはミックスペーパーとして出してください。,
油引き,普通ごみ,小物金属,金属製のものは小物金属として出してください。,
雨合羽 あまがっぱ(ゴム・ビニール製),普通ごみ,,,
雨ガッパ,普通ごみ,,,
レインコート,普通ごみ,,,
レインウェア,普通ごみ,,,
かっぱ,普通ごみ,,,
カッパ,普通ごみ,,,
雨具,普通ごみ,,,
レインスーツ,普通ごみ,,,
雨カッパ,普通ごみ,,,
ビニールカッパ,普通ごみ,,,
防寒カッパ,普通ごみ,,,
雨かっぱ,普通ごみ,,,
アマガッパ,普通ごみ,,,
ビニール雨カッパ,普通ごみ,,,
ビニールかっぱ,普通ごみ,,,
雨戸,粗大ごみ,,ふすま・網戸・雨戸を5枚までを1個として出すことができます。,
雨どい,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
雨樋,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
雨とい,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
あまとい,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
軒樋,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
編み機,粗大ごみ,小物金属,金属製で最長辺30cm未満のものは小物金属として出してください。,
あみじゃくし,小物金属,,,
網杓子,小物金属,,,
あみしゃくし,小物金属,,,
網じゃくし,小物金属,,,
網戸,粗大ごみ,,ふすま・網戸・雨戸を5枚までを1個として出すことができます。,
あみ戸,粗大ごみ,,ふすま・網戸・雨戸を5枚までを1個として出すことができます。,
ロール網戸,粗大ごみ,,ふすま・網戸・雨戸を5枚までを1個として出すことができます。,
網戸枠,粗大ごみ,,ふすま・網戸・雨戸を5枚までを1個として出すことができます。,
網戸の網,普通ごみ,,,
網戸ネット,普通ごみ,,,
網戸のアミ,普通ごみ,,,
網戸のネット,普通ごみ,,,
網戸のあみ,普通ごみ,,,
網戸用網,普通ごみ,,,
網戸網,普通ごみ,,,
あみ針(木製・プラスチック製),普通ごみ,小物金属,金属製のものは小物金属として出してください。,
編み針,普通ごみ,小物金属,金属製のものは小物金属として出してください。,
編み棒,普通ごみ,小物金属,金属製のものは小物金属として出してください。,
かぎぼう,普通ごみ,小物金属,金属製のものは小物金属として出してください。,
あみもの棒,普通ごみ,小物金属,金属製のものは小物金属として出してください。,
あみ棒,普通ごみ,小物金属,金属製のものは小物金属として出してください。,
編棒,普通ごみ,小物金属,金属製のものは小物金属として出してください。,
編み物棒,普通ごみ,小物金属,金属製のものは小物金属として出してください。,
あめの棒,普通ごみ,,,
アルコール温度計,普通ごみ,,厚紙等等に包み「品名」を表示して出してください。,
アルコールランプ(ガラス製),普通ごみ,,アルコールや油は使いきって出してください。/使いきれない場合は布等に染み込ませて普通ごみとして出してください。,
オイルランプ,普通ごみ,,アルコールや油は使いきって出してください。/使いきれない場合は布等に染み込ませて普通ごみとして出してください。,
アルバム（プラスチック製）,普通ごみ,,写真はミックスペーパーとして出してください。,
フォトブック,普通ごみ,,写真はミックスペーパーとして出してください。,
,普通ごみ,,写真はミックスペーパーとして出してください。,
ポケットアルバム台紙,普通ごみ,,写真はミックスペーパーとして出してください。,
写真アルバム,普通ごみ,,写真はミックスペーパーとして出してください。,
卒業アルバム,普通ごみ,,写真はミックスペーパーとして出してください。,
フォトアルバム,普通ごみ,,写真はミックスペーパーとして出してください。,
アルバムケース,普通ごみ,,写真はミックスペーパーとして出してください。,
アルバムの台紙,普通ごみ,,写真はミックスペーパーとして出してください。,
アルバム張,普通ごみ,,写真はミックスペーパーとして出してください。,
写真アルバム張,普通ごみ,,写真はミックスペーパーとして出してください。,
写真帳,普通ごみ,,写真はミックスペーパーとして出してください。,
フエルアルバム,普通ごみ,,写真はミックスペーパーとして出してください。,
写真のアルバム,普通ごみ,,写真はミックスペーパーとして出してください。,
写真ファイル,普通ごみ,,写真はミックスペーパーとして出してください。,
アルバム（紙製）,ミックスペーパー,,金属部分は外して小物金属として出してください。/金属部分が外せない場合はそのままミックスペーパーとして出してください。/写真はミックスペーパーとして出してください。,
アルミ缶(飲料用・食品用),空き缶・ペットボトル,,大きさによらず飲料・食品の缶は空き缶・ペットボトルとして出してください。,
